artists_id,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,duration_ms
[423829],0.473,0.223,0.0998,119.572,-13.720999999999998,0.556,0.00392,0.154,0.0383,395267
[96379],0.338,0.147,0.36,139.30100000000002,-15.11,0.736,0.0,0.374,0.0299,188267
[623518],0.557,0.13699999999999998,0.5489999999999999,94.711,-20.348,0.909,0.00262,0.112,0.0419,113493
[288154],0.5329999999999999,0.772,0.617,93.057,-11.588,0.151,0.468,0.27,0.0312,201200
[758999],0.221,0.104,0.0364,106.376,-25.667,0.526,0.939,0.116,0.0367,265027
[176148],0.928,0.481,0.8740000000000001,105.708,-7.761,0.68,0.000373,0.115,0.044,113893
[7448],0.595,0.506,0.507,95.884,-8.26,0.901,5.7200000000000015e-05,0.112,0.0266,198893
[3323342],0.611,0.797,0.518,120.041,-7.627000000000002,0.00543,0.00137,0.26,0.0533,218107
[61172],0.867,0.606,0.802,128.847,-10.18,0.141,0.000119,0.0837,0.0406,272067
[672269],0.405,0.196,0.35600000000000004,147.685,-16.128,0.968,0.00293,0.157,0.0489,201133
[325357],0.462,0.595,0.64,113.719,-9.363,0.215,0.0,0.184,0.0347,152613
[656541],0.521,0.155,0.16,75.003,-12.147,0.947,9.32e-06,0.103,0.0286,261653
[486047],0.812,0.614,0.735,87.06299999999997,-5.341,0.0399,1.05e-05,0.229,0.0388,262973
[423829],0.625,0.328,0.292,121.968,-10.470999999999998,0.522,1.2e-05,0.108,0.0523,468200
[197424],0.532,0.435,0.271,95.49,-5.74,0.12,0.0,0.154,0.0326,193707
[790988],0.7609999999999999,0.738,0.799,89.15100000000002,-9.222,0.253,0.166,0.0663,0.111,345960
[792507],0.162,0.135,0.0564,94.403,-16.323,0.721,0.00377,0.0813,0.0336,341877
[239827],0.6779999999999999,0.53,0.6779999999999999,91.779,-8.515,0.00987,0.00027400000000000005,0.0437,0.024,268093
[831381],0.613,0.435,0.489,136.58,-17.192999999999998,0.486,0.000414,0.0895,0.0357,229413
[299882],0.35,0.036000000000000004,0.112,67.928,-27.173,0.882,0.0105,0.0912,0.0359,273320
[219203],0.53,0.597,0.34600000000000003,96.0,-5.652,0.00275,0.473,0.105,0.0247,305080
[812040],0.8859999999999999,0.491,0.971,93.236,-12.589,0.29,2.46e-06,0.229,0.171,164560
[472102],0.733,0.59,0.633,125.048,-5.86,0.272,0.0,0.136,0.0284,220320
[671953],0.505,0.6679999999999999,0.447,97.297,-13.317,0.0253,0.00542,0.277,0.0519,295333
[740576],0.235,0.0459,0.0622,99.156,-20.091,0.988,0.00642,0.0688,0.043,199933
[2639628],0.838,0.4920000000000001,0.895,115.092,-5.69,0.251,0.0,0.262,0.038,237333
[404434],0.299,0.409,0.254,114.088,-11.398,0.424,0.406,0.61,0.0309,504933
[530745],0.517,0.988,0.349,130.763,-6.5779999999999985,0.0689,3.75e-05,0.445,0.0648,191093
[585574],0.449,0.841,0.209,106.964,-4.798,0.000185,0.0,0.449,0.036000000000000004,198347
[182900],0.682,0.27,0.843,144.327,-11.838,0.398,0.00014,0.0942,0.0308,200840
[6334],0.238,0.4320000000000001,0.106,81.681,-8.72,0.741,0.0,0.7509999999999999,0.0375,240987
[130028],0.58,0.607,0.375,139.446,-9.909,0.006540000000000001,1.17e-05,0.39,0.0346,219093
[842802],0.568,0.228,0.0492,92.729,-20.072,0.387,6.49e-05,0.0856,0.0326,382547
[38490],0.3670000000000001,0.8640000000000001,0.401,121.018,-7.073,0.126,0.0021,0.96,0.0894,277493
[816890],0.82,0.365,0.779,102.355,-14.536,0.5429999999999999,0.000102,0.102,0.0442,158169
[345734],0.62,0.378,0.736,147.064,-9.883,0.954,4.24e-06,0.332,0.0517,159840
[959770],0.797,0.431,0.809,109.893,-16.457,0.414,0.0359,0.138,0.0625,366733
[691807],0.5760000000000001,0.563,0.708,125.298,-9.611,0.816,0.0,0.878,0.132,229973
[944643],0.25,0.102,0.158,87.809,-21.45,0.975,0.8959999999999999,0.0969,0.0348,124867
[781423],0.464,0.197,0.335,97.31,-22.362,0.853,0.737,0.0654,0.0403,494293
[132940],0.495,0.404,0.5329999999999999,123.598,-6.404,0.989,0.0363,0.373,0.0409,349298
[69402],0.8740000000000001,0.371,0.742,134.866,-9.154,0.115,3.33e-06,0.201,0.0975,191253
[348884],0.435,0.804,0.727,93.83,-8.48,0.466,0.0,0.942,0.16899999999999998,187040
[2995948],0.482,0.769,0.4270000000000001,149.69,-4.473,0.0343,0.00498,0.0953,0.0549,267200
[662797],0.7979999999999999,0.616,0.96,78.884,-8.788,0.00941,5.09e-06,0.0637,0.151,235400
[204901],0.342,0.0923,0.107,60.71,-14.496,0.914,0.0,0.134,0.0337,189293
[754032],0.65,0.777,0.574,109.608,-4.984,0.141,0.343,0.215,0.0294,136827
[808214],0.655,0.52,0.488,119.527,-11.292,0.219,0.000354,0.109,0.0269,183200
[531986],0.6890000000000001,0.337,0.916,101.078,-15.009,0.701,0.0,0.0882,0.0783,131267
[70715],0.251,0.139,0.242,137.04399999999998,-19.396,0.8640000000000001,3.33e-06,0.412,0.0355,186320
[2495841],0.531,0.626,0.542,166.028,-6.144,0.624,0.000126,0.114,0.0261,258640
[741525],0.695,0.595,0.838,74.113,-10.526,0.256,0.918,0.122,0.0499,333733
[79016],0.413,0.361,0.569,118.392,-13.852,0.865,0.0329,0.944,0.172,188560
[530745],0.212,0.635,0.501,174.15200000000004,-13.642,0.156,0.000647,0.941,0.0421,447933
[210757],0.345,0.214,0.278,74.035,-19.347,0.86,3.58e-06,0.106,0.14300000000000002,180840
"[664817, 449578]",0.588,0.381,0.606,155.70600000000005,-11.976,0.547,9.51e-05,0.0516,0.0403,236760
[829125],0.591,0.78,0.682,109.174,-7.244,0.0341,0.000207,0.125,0.07,361467
[79959],0.764,0.7659999999999999,0.722,151.472,-5.524,0.00978,5.89e-05,0.124,0.464,346733
[184502],0.237,0.253,0.16399999999999998,90.853,-13.898,0.877,0.0,0.0748,0.0315,241440
[339624],0.628,0.738,0.908,160.17600000000004,-11.979,0.0376,0.0133,0.226,0.0543,312067
[2766592],0.726,0.778,0.868,125.0,-2.483,0.00851,0.0,0.08199999999999999,0.0784,198840
[571845],0.716,0.18,0.7190000000000001,80.45,-13.809,0.6779999999999999,0.0,0.141,0.0579,122800
[466759],0.28,0.349,0.231,173.42,-14.924,0.688,0.0,0.0909,0.0292,174760
[166785],0.536,0.343,0.313,125.004,-14.312,0.502,1.15e-05,0.0638,0.0284,391133
[3595],0.294,0.188,0.0425,124.883,-15.947,0.937,0.00409,0.197,0.0403,191600
[538677],0.551,0.863,0.916,193.423,-7.411,0.249,0.0,0.22,0.0672,132573
[863790],0.305,0.997,0.0612,85.024,-2.93,0.0916,0.001,0.94,0.464,317493
[823012],0.524,0.5710000000000001,0.5379999999999999,123.905,-12.29,0.232,0.000492,0.136,0.0301,225920
[803752],0.426,0.259,0.716,125.363,-22.322,0.993,0.883,0.111,0.0505,206733
[1032082],0.747,0.57,0.65,133.99200000000002,-6.711,0.0642,0.0,0.0832,0.081,200890
[569685],0.446,0.349,0.85,163.446,-11.99,0.711,0.0,0.0601,0.0425,143933
[615119],0.624,0.505,0.868,86.553,-12.345999999999998,0.505,0.000858,0.244,0.0427,314747
[26350],0.181,0.17600000000000002,0.0922,96.855,-19.076,0.8640000000000001,0.0854,0.0877,0.0382,507627
[262794],0.528,0.742,0.66,123.51,-5.501,0.0359,3.17e-06,0.123,0.0294,212400
[446509],0.264,0.931,0.414,90.246,-7.615,4.75e-05,0.454,0.0897,0.0928,496627
[316834],0.795,0.68,0.858,120.228,-9.65,0.29600000000000004,0.000741,0.0545,0.0304,436293
[579839],0.225,0.884,0.736,177.649,-7.49,0.00316,0.0,0.0826,0.0705,127307
[226556],0.5670000000000001,0.943,0.965,128.207,-7.992000000000001,0.0308,0.0966,0.544,0.0387,199667
[2674162],0.218,0.652,0.0599,65.375,-7.9529999999999985,0.033,0.111,0.172,0.0641,250053
[184814],0.688,0.175,0.43,110.848,-16.055,0.912,3.62e-06,0.14,0.033,151360
[473554],0.736,0.56,0.88,131.352,-12.246,0.206,0.0,0.231,0.043,267093
[1276114],0.754,0.536,0.953,121.618,-10.640999999999998,0.225,5.15e-06,0.0844,0.0718,107800
[285232],0.613,0.765,0.299,103.951,-6.582000000000002,0.08199999999999999,1.25e-06,0.092,0.0441,239920
[5441],0.371,0.977,0.123,112.765,-5.269,5.19e-05,0.0548,0.35200000000000004,0.159,259507
[424302],0.544,0.328,0.303,92.037,-10.739,0.815,0.000446,0.13,0.0345,446453
[1416172],0.416,0.362,0.263,180.02,-9.62,0.908,0.000297,0.0766,0.04,267360
[411761],0.5870000000000001,0.289,0.586,147.054,-14.192,0.845,0.0,0.887,0.111,413320
[867978],0.4320000000000001,0.583,0.139,144.935,-10.324000000000002,0.0142,0.409,0.159,0.0448,241573
[788568],0.359,0.7709999999999999,0.974,157.132,-12.672,0.114,0.0251,0.965,0.0753,139853
[490004],0.457,0.883,0.722,154.22899999999996,-5.32,0.0535,0.00133,0.256,0.0397,205573
[4458],0.516,0.0914,0.141,114.006,-20.876,0.941,0.904,0.111,0.0383,434800
[515790],0.455,0.5760000000000001,0.593,74.95,-10.352,0.165,0.17800000000000002,0.244,0.0321,376267
[66915],0.655,0.71,0.8859999999999999,89.65799999999999,-10.877,0.7240000000000001,6.76e-06,0.13,0.0281,184267
[949820],0.674,0.737,0.385,146.389,-8.21,0.574,0.779,0.32,0.064,561360
[781423],0.466,0.17800000000000002,0.0923,131.435,-20.432,0.968,0.913,0.115,0.0324,306507
[274321],0.595,0.31,0.8109999999999999,83.432,-15.271,0.561,0.0,0.0881,0.0414,153173
[824022],0.48,0.962,0.927,95.665,-2.3680000000000003,0.14300000000000002,0.035,0.136,0.0354,139267
[577627],0.42,0.912,0.353,131.42600000000002,-7.131,0.329,1.7e-06,0.816,0.319,342533
[100160],0.513,0.6829999999999999,0.467,107.865,-7.996,0.268,0.0,0.173,0.0246,193107
[99753],0.523,0.259,0.399,77.165,-11.970999999999998,0.889,0.0,0.118,0.029,143253
[750895],0.229,0.988,0.359,144.96,-3.475,1.51e-05,0.000272,0.0949,0.116,291213
[757342],0.411,0.962,0.622,173.143,-5.952000000000001,0.103,0.0,0.529,0.0917,172646
[394806],0.7,0.28,0.5379999999999999,115.841,-14.317,0.805,3.85e-06,0.306,0.0312,124560
[988440],0.123,0.128,0.0366,70.818,-23.491,0.981,0.000309,0.138,0.0695,492027
[107466],0.7390000000000001,0.386,0.892,131.05700000000002,-12.079,0.452,1.15e-05,0.126,0.0357,158667
[180449],0.763,0.282,0.912,159.931,-17.004,0.108,0.0,0.0186,0.0555,268493
[165855],0.588,0.306,0.471,112.264,-13.491,0.8590000000000001,0.00034500000000000004,0.123,0.0418,239907
[183311],0.7290000000000001,0.62,0.949,128.27200000000002,-10.696,0.0387,0.00333,0.0287,0.0427,233893
"[206241, 585249, 575695]",0.6920000000000001,0.711,0.875,125.135,-7.497999999999998,0.225,0.0,0.12,0.0317,216933
[66570],0.511,0.0021100000000000003,0.255,107.949,-24.812,0.993,0.982,0.113,0.195,77533
[987621],0.299,0.528,0.397,201.154,-7.324,0.268,3.88e-06,0.0369,0.0339,291987
[583959],0.545,0.214,0.191,74.827,-17.43,0.944,0.335,0.113,0.0305,324040
[2040645],0.483,0.907,0.29600000000000004,96.014,-7.015,0.00183,0.0509,0.152,0.0413,221560
[887348],0.419,0.348,0.7829999999999999,163.332,-18.867,0.363,7.63e-05,0.194,0.0512,209173
[359966],0.38,0.195,0.103,67.68,-12.935,0.594,0.0012,0.0886,0.0408,303387
[690254],0.581,0.944,0.6779999999999999,162.203,-5.542999999999998,0.014,0.0144,0.363,0.0583,202400
[38936],0.4370000000000001,0.284,0.322,91.719,-13.116,0.6829999999999999,1.42e-06,0.115,0.0316,158773
[162269],0.512,0.645,0.28300000000000003,111.015,-5.631,0.141,0.0,0.0987,0.029,226307
[275757],0.6970000000000001,0.7929999999999999,0.56,89.76700000000002,-4.699,0.0844,0.0,0.0619,0.32299999999999995,238600
[238115],0.375,0.155,0.319,98.343,-12.67,0.964,1.4300000000000004e-05,0.0866,0.0342,185533
[66915],0.445,0.192,0.364,138.566,-10.511,0.768,0.0,0.129,0.029,213720
[167517],0.603,0.28600000000000003,0.227,97.561,-14.469,0.435,6.39e-05,0.273,0.0279,280427
[673486],0.545,0.89,0.8909999999999999,177.08700000000005,-3.129,0.546,0.0,0.139,0.0868,286133
[97203],0.743,0.5329999999999999,0.669,119.936,-8.845,0.294,0.0,0.102,0.0407,183773
"[3392996, 559405]",0.7509999999999999,0.579,0.349,105.031,-4.0360000000000005,0.398,2.28e-05,0.133,0.0321,199095
[69402],0.81,0.634,0.917,135.174,-8.107000000000001,0.0214,0.12,0.0825,0.063,411013
[139026],0.4370000000000001,0.8640000000000001,0.7490000000000001,81.39399999999998,-7.842,0.396,0.0314,0.242,0.0904,295387
[673752],0.736,0.6579999999999999,0.465,82.036,-10.253,0.0151,0.0,0.27,0.276,269387
[423829],0.534,0.134,0.247,76.54,-16.215,0.847,0.0213,0.122,0.0418,348027
[29365],0.574,0.7490000000000001,0.438,116.005,-11.366,0.0169,0.00612,0.107,0.0394,210333
[153103],0.787,0.29100000000000004,0.813,120.007,-17.272000000000002,0.392,0.0016600000000000002,0.0927,0.0397,339067
[629609],0.5920000000000001,0.46,0.812,136.132,-11.275,0.49,0.0,0.0918,0.0901,244708
[472102],0.418,0.68,0.142,204.12,-4.3,0.036000000000000004,7.59e-05,0.114,0.0347,317453
[478426],0.687,0.6970000000000001,0.7929999999999999,128.908,-9.277,0.00692,0.000129,0.062,0.0433,195520
[303506],0.619,0.527,0.242,124.356,-9.376,0.0692,0.0,0.333,0.0628,295600
[845662],0.628,0.7829999999999999,0.53,88.70200000000001,-6.351,0.159,0.000155,0.103,0.248,245027
[376422],0.536,0.643,0.479,82.898,-6.888,0.177,0.0308,0.417,0.0357,230707
"[559405, 548397]",0.7559999999999999,0.851,0.934,75.014,-3.33,0.0336,0.0,0.126,0.0674,200693
[840102],0.518,0.499,0.672,109.823,-12.265999999999998,0.37,0.00339,0.278,0.0281,156213
[144847],0.552,0.452,0.522,95.717,-9.738,0.469,8.71e-05,0.105,0.0294,209762
[315339],0.24,0.807,0.226,170.825,-5.3420000000000005,0.115,3.74e-06,0.206,0.0435,594267
[398259],0.5710000000000001,0.634,0.894,112.175,-12.178,0.0525,0.0,0.335,0.0266,167307
[216348],0.39,0.416,0.29100000000000004,97.733,-9.625,0.504,4.03e-06,0.365,0.0292,180600
[94210],0.6459999999999999,0.193,0.434,80.39699999999998,-15.630999999999998,0.942,0.00333,0.12,0.0375,159427
[61172],0.594,0.731,0.753,144.588,-7.851,0.0215,1.6899999999999994e-05,0.0954,0.0311,214093
[151666],0.421,0.16899999999999998,0.252,123.045,-20.381,0.981,0.887,0.0848,0.0433,261000
[753706],0.465,0.954,0.458,143.85,-4.251,0.000346,5.38e-06,0.573,0.044,193653
[837592],0.454,0.244,0.267,95.952,-13.47,0.917,1.19e-05,0.139,0.0331,165827
[944084],0.405,0.775,0.422,200.389,-2.907,0.358,0.0,0.211,0.0335,176427
"[41874, 536275]",0.452,0.305,0.508,131.594,-10.34,0.6920000000000001,0.0,0.116,0.0411,140016
[933458],0.665,0.73,0.718,173.83900000000003,-7.524,0.0808,3.84e-05,0.0661,0.106,231013
[899223],0.629,0.747,0.978,136.20600000000002,-5.894,0.058,1.05e-05,0.116,0.04,187440
[387095],0.713,0.861,0.969,129.953,-5.665,0.0838,2.25e-05,0.0826,0.044,187467
[2854537],0.5539999999999999,0.8420000000000001,0.348,114.036,-4.113,0.287,0.0,0.106,0.0397,291080
[772745],0.594,0.679,0.35100000000000003,147.028,-7.487999999999999,0.0139,0.0108,0.18,0.0598,264733
[182900],0.424,0.299,0.311,148.27200000000005,-13.396,0.248,0.0,0.255,0.0348,417667
[190946],0.7440000000000001,0.517,0.898,90.817,-10.636,0.35,0.0,0.13,0.0381,125827
[347741],0.612,0.461,0.232,134.281,-5.698,0.0441,0.0,0.103,0.0317,238573
[141681],0.331,0.867,0.428,173.955,-10.44,0.0226,3.03e-05,0.271,0.063,272467
[11707],0.539,0.564,0.928,139.116,-12.224,0.537,0.0,0.402,0.0319,162800
[761179],0.718,0.523,0.835,167.963,-7.181,0.35200000000000004,0.00314,0.0909,0.199,179067
[640675],0.528,0.162,0.199,71.60600000000002,-19.49,0.995,0.966,0.106,0.0507,180268
[640208],0.464,0.688,0.228,137.882,-5.352,0.00149,3.85e-06,0.16899999999999998,0.0298,212493
[866841],0.522,0.634,0.468,140.43,-11.688,0.00192,1.71e-06,0.575,0.0507,149200
[80358],0.863,0.88,0.6940000000000001,127.925,-3.862,0.0532,0.000169,0.0706,0.175,175187
[807361],0.541,0.701,0.334,80.057,-7.287000000000001,0.0761,0.0,0.0763,0.102,266533
[325443],0.545,0.778,0.863,94.919,-3.903,0.106,0.0,0.126,0.0353,210813
[345734],0.22,0.191,0.0747,90.107,-13.398,0.946,1.01e-05,0.314,0.0336,208440
[446509],0.551,0.975,0.461,99.813,-3.682,1.97e-05,0.000811,0.0235,0.0469,365227
[926237],0.64,0.8640000000000001,0.7,102.026,-6.5760000000000005,0.008320000000000001,0.0,0.123,0.0315,268360
[472102],0.737,0.175,0.545,70.008,-9.912,0.971,0.000337,0.171,0.0401,150440
[26350],0.447,0.142,0.598,130.79399999999998,-16.739,0.956,0.00543,0.071,0.0609,396053
[101895],0.705,0.511,0.581,82.01100000000002,-7.4220000000000015,0.125,1.72e-06,0.153,0.202,229773
[2854537],0.5479999999999999,0.816,0.557,95.39,-4.209,0.122,0.0,0.335,0.0465,174000
[276381],0.6409999999999999,0.354,0.344,116.225,-12.954,0.691,2.31e-06,0.0603,0.0372,256267
[574772],0.487,0.931,0.54,141.24200000000005,-4.001,0.0299,0.15,0.43,0.117,274227
[341137],0.428,0.254,0.134,168.632,-15.242,0.0657,0.8109999999999999,0.0933,0.0549,438000
[781423],0.598,0.52,0.454,117.766,-12.905,0.204,5.53e-06,0.111,0.0491,319867
[81619],0.6559999999999999,0.792,0.885,119.791,-6.65,0.171,0.0016,0.0357,0.039,255747
[187581],0.715,0.855,0.945,132.665,-9.529,0.157,0.0,0.039,0.0355,228280
[607028],0.373,0.0867,0.0615,129.21200000000002,-23.532,0.741,0.622,0.11,0.0359,173640
[643543],0.845,0.7090000000000001,0.62,98.062,-4.547,0.0233,0.0,0.094,0.0714,187521
[1535255],0.271,0.0329,0.054000000000000006,118.569,-24.583,0.8170000000000001,0.871,0.0775,0.0372,172320
[295545],0.57,0.204,0.583,105.043,-15.563,0.586,0.0,0.202,0.027000000000000003,137667
[758601],0.685,0.0857,0.425,120.439,-21.328000000000007,0.868,3.46e-06,0.128,0.0846,189333
[765997],0.5820000000000001,0.7140000000000001,0.945,93.362,-7.874,0.701,0.0152,0.102,0.0364,200107
[413524],0.82,0.452,0.74,117.401,-9.796,0.5429999999999999,0.00294,0.0714,0.0348,253920
[14822],0.606,0.9,0.614,144.503,-4.311,0.00614,7.18e-05,0.101,0.0509,220427
[238115],0.5489999999999999,0.326,0.445,84.01299999999998,-11.124,0.8240000000000001,0.0,0.472,0.0307,153427
[511773],0.573,0.365,0.539,169.74400000000003,-9.774,0.856,4.09e-05,0.0261,0.0784,185800
[5501],0.35600000000000004,0.91,0.063,177.96200000000005,-4.85,0.0136,0.00601,0.333,0.141,163933
[2372262],0.522,0.866,0.505,131.96200000000002,-4.676,0.00305,1.54e-06,0.339,0.0318,218493
[208404],0.522,0.305,0.638,142.556,-16.38,0.731,0.0437,0.0777,0.0513,508733
[295545],0.38,0.434,0.488,83.682,-13.537,0.319,0.0,0.268,0.0989,215267
[200791],0.5,0.456,0.76,91.459,-11.547,0.847,0.000341,0.285,0.0284,125320
[131627],0.598,0.797,0.622,123.566,-6.792999999999998,0.0424,0.000407,0.0717,0.0332,147493
[314113],0.319,0.196,0.161,145.93200000000004,-16.174,0.884,0.0,0.124,0.0526,223333
[663645],0.457,0.477,0.627,144.855,-9.323,0.281,0.000822,0.0914,0.102,188336
[100160],0.635,0.222,0.664,117.761,-16.750999999999998,0.8959999999999999,0.000965,0.103,0.037000000000000005,217707
[42993],0.629,0.795,0.6,110.583,-6.02,0.136,5.44e-06,0.132,0.0278,190080
[830538],0.541,0.589,0.385,136.156,-7.641,0.22,0.000481,0.0857,0.057,279893
[240311],0.596,0.779,0.7979999999999999,109.533,-11.361,0.376,0.0134,0.231,0.0388,258893
[318085],0.456,0.828,0.313,116.719,-6.225,0.0244,0.0,0.21,0.077,189132
[477875],0.363,0.452,0.26,81.803,-10.322,0.182,0.0,0.374,0.0286,168800
[563834],0.23,0.935,0.235,187.395,-5.444,0.00215,0.0,0.243,0.205,135293
[285272],0.7559999999999999,0.43,0.883,110.289,-12.278,0.363,0.000146,0.0516,0.0296,234360
[333539],0.595,0.505,0.272,113.856,-7.392,0.422,0.0,0.369,0.0256,228347
[71209],0.472,0.7240000000000001,0.358,96.763,-10.079,0.136,0.00018,0.7290000000000001,0.0409,302240
[794846],0.5479999999999999,0.657,0.939,130.787,-8.822000000000003,0.206,0.0,0.271,0.0263,218707
[203592],0.124,0.0924,0.135,205.999,-31.726,0.996,0.848,0.0935,0.0412,110880
[840102],0.518,0.434,0.555,113.143,-11.128,0.1,0.00797,0.14300000000000002,0.0298,188547
[833631],0.764,0.55,0.968,130.461,-14.015999999999998,0.42,0.00043,0.229,0.0278,194480
[332852],0.579,0.583,0.942,131.454,-8.087,0.909,0.0,0.118,0.0525,130373
[136871],0.433,0.517,0.521,124.86,-9.754,0.269,7.94e-05,0.0947,0.0349,318573
[197424],0.5329999999999999,0.384,0.6609999999999999,103.821,-7.882999999999999,0.561,3.41e-05,0.206,0.0309,191100
[79016],0.429,0.0804,0.16899999999999998,111.679,-16.576,0.893,1.7199999999999998e-05,0.206,0.0562,147747
[182900],0.76,0.428,0.6729999999999999,122.996,-11.147,0.246,0.116,0.14400000000000002,0.0333,162293
[305541],0.0843,0.359,0.0786,78.15899999999998,-11.539,0.908,0.696,0.145,0.0358,244827
[350840],0.6659999999999999,0.0909,0.639,107.531,-18.338,0.644,0.0,0.096,0.0311,245533
[1944458],0.345,0.747,0.215,154.739,-6.92,0.00214,0.0,0.0928,0.053,363231
[754032],0.496,0.703,0.936,130.915,-6.905,0.525,2.08e-06,0.305,0.0376,146720
[119107],0.404,0.0431,0.265,121.981,-24.103,0.992,0.8859999999999999,0.146,0.048,68173
[204901],0.406,0.128,0.2,123.631,-20.665,0.981,0.0148,0.718,0.0611,291693
[490416],0.5589999999999999,0.158,0.0948,112.39,-17.715999999999994,0.961,0.921,0.0822,0.0732,424933
[2487188],0.672,0.804,0.6859999999999999,69.748,-6.685,0.048,0.0,0.0831,0.534,195373
"[14651, 87113]",0.552,0.213,0.5870000000000001,111.833,-10.642,0.846,1.72e-06,0.428,0.0301,167493
[209142],0.431,0.424,0.508,141.236,-12.050999999999998,0.483,0.00251,0.0621,0.0286,272840
[767016],0.745,0.515,0.941,106.371,-11.265,0.00344,0.00134,0.28300000000000003,0.0356,315200
[121590],0.423,0.147,0.313,79.25,-15.183,0.867,5.23e-06,0.191,0.0555,250933
[110161],0.528,0.747,0.602,87.669,-9.404,0.251,0.847,0.126,0.078,220608
[150048],0.256,0.617,0.18,147.782,-9.386,0.0952,0.0949,0.579,0.0465,347827
[283405],0.488,0.409,0.316,75.15100000000002,-12.794,0.0913,0.000186,0.249,0.0257,253173
[227527],0.66,0.422,0.84,109.346,-10.449000000000002,0.6459999999999999,1.66e-05,0.125,0.0274,129800
[238115],0.44,0.637,0.706,66.241,-6.394,0.621,0.0,0.7240000000000001,0.0393,164960
[274321],0.495,0.0599,0.397,97.989,-12.326,0.887,0.0,0.115,0.0319,128640
[560208],0.498,0.518,0.601,129.773,-10.273,0.177,0.00983,0.151,0.0297,270480
[127369],0.586,0.0694,0.226,74.37899999999998,-24.866,0.862,0.902,0.124,0.0362,181827
[781399],0.675,0.297,0.5660000000000001,121.404,-12.353,0.76,0.742,0.0756,0.0363,188600
[286439],0.573,0.856,0.687,199.952,-5.754,0.0629,0.0,0.108,0.199,293268
[143494],0.41,0.66,0.965,119.324,-13.317,0.922,0.763,0.693,0.0703,178653
[154544],0.627,0.971,0.605,101.0,-3.017,0.00376,4.11e-05,0.246,0.0376,176987
[615026],0.329,0.778,0.667,103.814,-1.036,0.698,1.3800000000000003e-05,0.136,0.0468,221480
[570825],0.42,0.936,0.8079999999999999,150.624,-7.19,5.23e-05,0.000602,0.0533,0.0683,219320
[170369],0.449,0.21,0.39,78.95100000000002,-13.140999999999998,0.935,0.0123,0.123,0.0286,322640
[139026],0.415,0.688,0.23,96.968,-10.504,0.0729,0.0495,0.0832,0.0636,290933
[813392],0.596,0.455,0.759,123.955,-9.943,0.7829999999999999,0.0,0.104,0.0372,168173
"[781094, 936946]",0.675,0.49,0.929,120.015,-13.798,0.763,4.68e-06,0.691,0.215,108827
[379125],0.34,0.752,0.92,195.995,-11.776,0.0947,2.17e-05,0.6579999999999999,0.0368,332108
[1599476],0.57,0.499,0.0866,147.875,-6.5120000000000005,0.314,0.0,0.11,0.0266,220347
[77175],0.7340000000000001,0.7609999999999999,0.968,117.725,-7.871,0.123,0.00117,0.0989,0.0304,208253
[1098849],0.359,0.0224,0.16899999999999998,107.849,-29.089,0.987,0.866,0.111,0.039,354989
[182900],0.602,0.212,0.27,102.839,-15.833,0.8340000000000001,0.883,0.445,0.0343,244827
[490549],0.584,0.445,0.146,128.16,-8.799,0.506,0.0,0.194,0.0286,232693
[78191],0.478,0.953,0.407,96.622,-7.294,0.0328,0.000508,0.597,0.0892,204200
[792370],0.4370000000000001,0.8029999999999999,0.97,189.491,-8.774,0.0238,0.000208,0.199,0.0371,149267
[814606],0.6409999999999999,0.364,0.292,112.242,-8.93,0.895,0.0,0.142,0.0272,152067
[337404],0.711,0.6759999999999999,0.7759999999999999,86.978,-8.547,0.454,0.0,0.0325,0.0389,289414
[180228],0.522,0.155,0.664,78.991,-18.114,0.828,0.0,0.16399999999999998,0.123,130120
[79016],0.463,0.276,0.488,79.322,-9.551,0.945,0.00218,0.0696,0.0435,167400
[9680],0.402,0.14400000000000002,0.16399999999999998,85.48,-23.288,0.332,0.0672,0.277,0.0545,492760
[350840],0.589,0.19,0.359,120.935,-17.802,0.325,0.0,0.123,0.0314,163067
[107090],0.421,0.544,0.191,80.561,-10.793,0.0253,2.87e-06,0.102,0.0274,255173
"[81832, 40225]",0.809,0.914,0.8370000000000001,126.576,-9.408,0.0909,0.0005639999999999999,0.0875,0.0366,223640
[97509],0.544,0.244,0.502,140.921,-15.151,0.659,0.0,0.0968,0.0255,279667
[325357],0.6629999999999999,0.8390000000000001,0.75,135.155,-4.453,0.000185,4.65e-06,0.0808,0.0695,187133
[239859],0.224,0.101,0.0595,87.09700000000002,-20.117,0.936,0.0115,0.0858,0.042,182120
[394449],0.489,0.154,0.473,100.993,-12.139,0.951,1.29e-05,0.103,0.0373,222200
[314113],0.667,0.255,0.605,100.285,-11.409,0.8290000000000001,0.0,0.23,0.0534,190240
[745964],0.425,0.419,0.618,125.22,-15.228,0.644,0.404,0.261,0.0427,518307
[62270],0.355,0.298,0.584,111.169,-12.635,0.888,0.0,0.504,0.0341,135733
[745071],0.696,0.473,0.737,113.97,-7.974,0.743,0.000237,0.31,0.0307,139000
[54982],0.835,0.53,0.88,130.092,-9.024,0.7120000000000001,0.000268,0.0898,0.0496,213280
[485135],0.5329999999999999,0.952,0.195,125.98,-4.992,0.003,0.0,0.251,0.0436,192333
[689965],0.47,0.532,0.336,135.224,-6.2,0.182,0.00159,0.457,0.028,264267
